,pro,con
15412,global presence,much leeway not
15413,apple,much work life balance favortism
15414,great people,you
15415,,home life
15416,some great relationships,home
15417,work,you
15418,home,home life
15419,flexible hours,home
15420,great pay,you
15421,college student,tech
15422,medical,cons
15423,dental,you
15424,vision insurance,big corporate companies
15425,more,you
15426,,the nature
15427,the great pay,retail
15428,employee benefits,the management
15429,flexible schedule,the team
15430,the latest technology,the company values
15431,culture,the management team
15432,people,
15433,freedom,the retail end
15434,trust,year
15435,great technology,apple retail
15436,it,the retail stores
15437,nice campus,the corporate apple
15438,you,thing
15439,more,there
15440,you,fair amount
15441,you,politics
15442,the campus facilities,toxic management structure
15443,good location,numbers
15444,decent benefits,favoritism
15445,great place,feedback
15446,people,upper management
15447,benefits,you
15448,it,store leader
15449,great,nothing
15450,team,you
15451,mentality,you
15452,great company,you
15453,discount,times
15454,most apple products,year
15455,stock,any experience
15456,program,skills
15457,education,people
15458,benefits,the company
15459,healthcare options,
15460,you,years
15461,best,lies
15462,class products,work
15463,some,home
15464,the smartest people,multiple rotations
15465,the industry,management
15466,good health benefits,rapport
15467,employee discount,employee
15468,apple products,manager
15469,company shares,bit
15470,admirable values,store size
15471,diversity,customer input
15472,inclusivity,times
15473,great benefits,they
15474,you,it
15475,san francisco,team projects
15476,the store,customers
15477,management,high maintenance
15478,student schedules,rude
15479,seamless products,years
15480,edge,experience
15481,technology,certain
15482,amazing place,management
15483,new things,very
15484,you,they
15485,the smartest people,they
15486,the world,steve jobs
15487,real drive,politics
15488,the best products,products
15489,cool campus,customers
15490,onsite gym,hours
15491,discounts,employees
15492,the best thing,hours
15493,work,12
15494,home,then 24
15495,no gas,company
15496,no lunch,career development
15497,no clothes,retail
15498,great health,retail working holidays
15499,dental,no cond
15500,fitness reimbursement,this
15501,stock options,an honest review
15502,401k matching,the app reviewer position
15503,peers,many recent reviews
15504,customers lives,cry
15505,good comp,help
15506,good problems,this department
15507,work,shambles
15508,the best,the mixture
15509,apple retail,horrible management
15510,life,toxic environment
15511,experience,every passing day
15512,you,people
15513,great team,these reviews
15514,great time,some
15515,most,some so
15516,the customers,
15517,energetic environment,you
15518,fun workplace,the dates
15519,average pay,time
15520,decent personal discount,the previous director
15521,apple devices,you
15522,talented,name
15523,unique peers,the team
15524,good insurance policy,we
15525,average working conditions,anything
15526,stock options,there
15527,transportstion,true sense
15528,good people,teamwork
15529,good benefits,you
15530,great benefits,one another
15531,company,everyone
15532,apple,each other
15533,the,the department
15534,retail employees,this
15535,benefits,one
15536,schedule flexibility,the
15537,costly technical certifications,all
15538,exciting things,apple
15539,apple,people
15540,great company,that team
15541,love,each other
15542,customers,the
15543,new devices,the golden age
15544,problems,app review
15545,the device,those days
15546,it,long
15547,an appointment,changes
15548,you,it
15549,store,free fall
15550,the store,the new director
15551,it,this role
15552,the holiday season,the implementation
15553,apple,new tools
15554,new device,he
15555,the work,any kind
15556,there,understanding
15557,ood opportunities,the reviewers
15558,strong sense,they
15559,accomplishment,hiring people
15560,most projects,applecare
15561,great company culture,arguably the worst department
15562,awesome co workers,apple corporate
15563,great,first it
15564,the apple culture,the current operations manager
15565,the employees,deep understanding
15566,one another,the job function
15567,environment,he
15568,good food,applecare
15569,probably the best retail job,the managers
15570,part timer,the department
15571,there,deaf ears
15572,loads,everyday
15573,benefits,vest
15574,401k,the others
15575,stock options,it
15576,medical reimbursement,reviewers
15577,educational assistance,every aspect
15578,rsu refresh,work
15579,you,you
15580,good performance,you
15581,extra holiday,the bathroom
15582,thanksgiving,you
15583,christmas holidays,the
15584,different groups,united team
15585,diff beni,this department
15586,good benefits,interoffice politics
15587,decent salary,drama
15588,good software process,we
15589,good benefits,fun events
15590,decent salary,we
15591,good software process,lunch
15592,benefits,we
15593,vacation bonus,hours
15594,you,reviewers
15595,an opportunity,fear
15596,some amazing people,each
15597,for,other
15598,best people,edge
15599,benefits,other departments
15600,15 hours,apple
15601,week,this
15602,discounts,you
15603,decent pay,app review
15604,fun work environment,they
15605,apple,us
15606,the top,10 foot pole
15607,the technology sector,you
15608,significant achievements,the head
15609,year,operations
15610,it,you
15611,one,no future
15612,the best companies,apple
15613,,this department
15614,they,me
15615,care,you
15616,you,
15617,great benefits,this high
15618,they,work toxicity level
15619,the work,you
15620,the benefits,this job
15621,amazing stock,you
15622,program,you
15623,flexible scheduling,no
15624,401k,balance
15625,health benefits,whatsoever
15626,flexibility,no control
15627,schedule,you
15628,excellent coworkers,none
15629,great atmosphere,
15630,great work culture,retail environment
15631,excellent benefit options,it
15632,401k,long time
15633,special shutdown pay,nothing
15634,full timers,cons
15635,you,no possibility
15636,vacation pay,advancement
15637,employee stock purchase plan,you
15638,tuition reimbursement,that
15639,access,an opportunity
15640,apple referral network,you
15641,attorneys,the dangling carrot
15642,financial advisors,the work
15643,many other programs,balance
15644,discounts,you
15645,nice product discounts,multiple customers
15646,flexibility,once
15647,schedule,all apple services
15648,excellent coworkers,every customer
15649,great atmosphere,them
15650,great work culture,high stress environment
15651,excellent benefit options,the
15652,401k,nothing
15653,special shutdown pay,you
15654,full timers,you
15655,you,the work
15656,vacation pay,apple
15657,employee stock purchase plan,one
15658,tuition reimbursement,the largest companies
15659,access,the world
15660,apple referral network,staffs
15661,attorneys,it
15662,financial advisors,stores
15663,many other programs,it
15664,discounts,business
15665,nice product discounts,any day
15666,it,customers
15667,work,minutes
15668,home,the opportunity
15669,all training,someone
15670,home,something
15671,some,this
15672,medical,the person
15673,life insurance,they
15674,there,no questions
15675,time,that stress
15676,time,you
15677,family issues,leadership
15678,sick kids,an ipad
15679,death,an office
15680,the family,you
15681,etc,apple
15682,these,humanity
15683,all good things,they
15684,no doubt,part
15685,it,that humanity
15686,most,favoritism
15687,the customers,they
15688,you,pressure
15689,help,them
15690,the time,it
15691,you,they
15692,them,excuses
15693,the starting pay,you
15694,you,there
15695,extra hours,no clear metrics
15696,times,job growth
15697,you,just
15698,good experience,management preference
15699,you,the front
15700,great benefits,the queue
15701,you,deserving team
15702,child,you
15703,the process,you
15704,time,new position
15705,offers,promotion
15706,plenty,they
15707,time,reasons
15708,great time,books
15709,college advisor,self development
15710,talented team,other vague
15711,good health care options,questions
15712,full,no right answer
15713,retail job,you
15714,retail store,they
15715,discounts,you
15716,apple products,it
15717,the best,regular practice
15718,some good friends,they
15719,peers,people
15720,good pay lots,promotions
15721,benefits,interview
15722,it,them
15723,,them
15724,lot,the job
15725,good people,they
15726,lot,the team
15727,family,the job
15728,work,the day
15729,everyone,the job
15730,some benefits,the same day
15731,life balance,they
15732,tons,the staff someone
15733,talent,the position
15734,perks,it
15735,benefits,ok
15736,apple,they
15737,it,they
15738,itself,promotion
15739,diversity,the hidden nature
15740,sales,the process
15741,great work environment,it
15742,the perks,the table
15743,discounts,deals
15744,products,the only way
15745,great healthcare,apple
15746,good coworkers,the clout
15747,interesting interactions,managers etc
15748,customers,outside
15749,family,the company
15750,everyone,job role
15751,opportunities benefits,this
15752,friendly team,department store
15753,products,general managers
15754,excellent benefits,entry level managers
15755,generous pay,apple
15756,amazing culture,this
15757,,an impossible void
15758,great products,anyone
15759,good energy,management
15760,inclusive work environment,you
15761,creative individuals,you
15762,benefit package,you
15763,colleagues,basic manager
15764,overall,apple
15765,apple,they
15766,they,no opportunity
15767,survey,people
15768,areas,these skills
15769,opportunies,
15770,very good company,they
15771,benefits,they
15772,employee discounts,internal candidates
15773,insurance,the competency
15774,vacation,this
15775,stock options,you
15776,great benefits,apple
15777,flexible hours,the company
15778,good managers,several years
15779,supportive work environment,step
15780,world,role
15781,amazing products,you
15782,continuous focus,managers
15783,innovation,the sales floor
15784,culture,technicians
15785,people,the day
15786,contributions,they
15787,many ways,issues
15788,employees,they
15789,strong sense,the meantime
15790,pride,they
15791,apple,online buying sneakers
15792,exceptional,
15793,brilliant minds,meetings
15794,decent,no purpose
15795,home options,the rest
15796,meeting interesting people,the staff
15797,you,the pressure
15798,apple,the day
15799,great company,no work life balance
15800,individuals,no growth opportunities
15801,,the
15802,age,hours
15803,you,the metrics
15804,lot,management
15805,great pay,money
15806,great benefits,work related items
15807,great people,new work
15808,the people,computers
15809,you,every few years
15810,life long friends,you
15811,the training,never
15812,the benefits,test devices
15813,there,pay
15814,lot,par
15815,independent responsibility,rsus
15816,you,first
15817,you,many managers
15818,the company,favorites
15819,excellent benefits,no one
15820,dental,them
15821,vision,feedback
15822,401k,the chain
15823,employee discounts,them
15824,etc,the couple
15825,terrific cafeterias,months
15826,nice front row,wwdc
15827,products,crazy crunch
15828,the days,schedules
15829,the fast pace,it
15830,the work,year
15831,great company,you
15832,great benefits,40 hr weeks
15833,great people,
15834,great company,promotion
15835,great consistent training,years
15836,products,poor support functions
15837,supportive management,hr
15838,great benefits,poor career
15839,part time employees,management structure
15840,,people
15841,lot,that
15842,employee benefits,pressure
15843,fun environment,nature
15844,diverse,retail
15845,supportive coworkers,focus
15846,managers,numbers
15847,energy,experience
15848,several opportunities,opportunities
15849,great benefits,careers
15850,great people,transparency
15851,,pay brackets
15852,good training,difference experiences
15853,cool parties,complete miscommunication
15854,employee discounts,leadership
15855,adjustable desk,lot
15856,standing,chances
15857,campus shuttle,advancement
15858,security,you
15859,opportunity,campus
15860,travel,none
15861,great benefits,
15862,part,load
15863,tuition,multiple appointments
15864,consistent job,people
15865,student,they
15866,pay,issues
15867,great benefits,part
15868,product zone,tech
15869,family room,high customer volume
15870,benefits,technician
15871,colleagues,flexible hours
15872,one another,days
15873,great benefits,college student everyone
15874,pay,high pressure
15875,good good promotion opportunities,schedule
15876,awesome environment,all
15877,new everyday,the place
15878,amazing development,lots
15879,new comers,flexibility
15880,great benefits,high hours
15881,nice team,
15882,fun,things
15883,discount,maybe one
15884,apple products,the
15885,many other brands,the silicon valley
15886,nothing,very
15887,other companies,command
15888,great pay,the team
15889,benefits,you
15890,easy,huge impact
15891,environment,all the hundreds
15892,employees,teams
15893,themselves,the company
15894,good,environment
15895,locations,the management style
15896,hours,the managers
15897,discounts,the chain
15898,cell service,command
15899,actual products,
15900,it,these cons
15901,the best,the pros
15902,any other retailer,no down time
15903,there,the most part
15904,the benefits,more people
15905,me,scheduling
15906,two years,low salary
15907,some great connections,no upward movement
15908,some,company
15909,the benefits,retail
15910,me,long hours
15911,two years,work
15912,some great connections,call center work
15913,some,that
15914,the people,it
15915,the culture,management
15916,the company,it
15917,you,part
15918,lots,workers
15919,perks,the job
15920,lot,tech
15921,quick pace,me
15922,health benefits,apple customers
15923,good pay,we
15924,compensation,market
15925,stock,salary
15926,benefits,perks
15927,great place,training
15928,great benefits,it
15929,mangers,we
15930,highly,more bay area
15931,the company,office space
15932,lots,san francisco
15933,support,nothing
15934,good,this section
15935,benefits,nothing
15936,all,this section
15937,raise,lack
15938,mos,training
15939,all equipment,hours
15940,you,weekly
15941,management,very
15942,you,type
15943,any situation,environment
15944,great benefits,lots
15945,purchasing apple products,talk
15946,well working,management
15947,apple,kinda
15948,spaceship,times
15949,everything super,two different apple stores
15950,we,it
15951,great employees,logistcal nightmare
15952,pay,the customers
15953,good amazing benefits,lot
15954,insurance,service model
15955,diverse,retail schedule environment
15956,the benefits,boy
15957,the best,they
15958,people,there
15959,the company,constant pressure
15960,freedom,you
15961,something,the care team
15962,no targets,you
15963,timelimits,you
15964,offer,you
15965,apple products,other tech jobs
15966,better,the exact same thing
15967,balance,someone
15968,you,promotion
15969,10 am,the position
15970,home,an
15971,pm,close friends
15972,great teamwork structure,the upper management
15973,great product,customers
15974,sell,you
15975,management,they
15976,you,any responsibility
15977,whole,the employee experience
15978,just an employee,the retail stores
15979,skillful employees,it
15980,teams,
15981,decent benefits,this
15982,very busy,grumpy old man
15983,chance,kind
15984,people,reflection
15985,complex issues,it
15986,problem,shift
15987,awesome,sales
15988,good pay,leadership guidance
15989,retail,anyone
15990,apple,there
15991,great place,2014
15992,yourself,managers
15993,almost any field,sales numbers
15994,every time,the team
15995,potential employer,it
15996,apple,about
15997,they,customer experience
15998,smart,the numbers
15999,the pay,customer surveys
16000,any other retail job,
16001,you,angelas vision
16002,culture,town
16003,good comp,centers
16004,bennies,possibility
16005,generous equipment issue,the majority
16006,rsus,stores
16007,purchase plan,
16008,good employee discount,the idea
16009,product,the flagship locations
16010,excellent,the mall stores
16011,home,someones
16012,great,third place
16013,team,it
16014,environment,bummer
16015,great benefits,them
16016,part time employees,the amount
16017,great employee development,the genius
16018,the people,they
16019,management,things
16020,you,store
16021,you,repairs
16022,every step,they
16023,the way,the new genius
16024,high energy,training
16025,environment,it
16026,major company benefits,it
16027,culture,big event
16028,schedule,many folks
16029,team members,career
16030,leadership,apple
16031,pay,you
16032,benefits,some loyalty
16033,family discounts,you
16034,apple,it
16035,future jobs,retail environment
16036,some,it
16037,the best coworkers,
16038,personal development,the hours
16039,pay,
16040,benefits,the vacation days
16041,great people,ability
16042,location,request time
16043,discount,certain flexibility
16044,fast,black friday
16045,environment,mid january
16046,good,it
16047,training,all hands
16048,good,deck
16049,people,management
16050,good benefits,company culture
16051,fast,the past year
16052,environment,corporate presence
16053,good,leadership
16054,training,success
16055,good,they
16056,people,full time position
16057,good benefits,promotion
16058,good,no pay raise
16059,pay,more responsibility
16060,that,not only
16061,it,the company
16062,good work environment,
16063,employees,
16064,fun job,it
16065,the atmosphere,the company
16066,the people,
16067,working,that
16068,apple,sense
16069,the moment,things
16070,,growth
16071,the process,sufficient pruning
16072,,the results
16073,they,that
16074,great people,the company
16075,great superiors,processes
16076,,
16077,apple products,
16078,25 years,result management
16079,pasadena,the terrible practices
16080,no complaints,the past
16081,that,project
16082,it,people
16083,far the,competences
16084,the country,everybody
16085,it,interchangeable parts
16086,the,individuals
16087,there,strengths
16088,cool place,employee mobility
16089,new people,head count
16090,different hobbies,local reasons
16091,interests,the company
16092,apple,
16093,good job,terrible management
16094,the atmosphere,all levels
16095,they,
16096,the store,internal mobility
16097,the setting,that
16098,fairly casual,one
16099,the job,the big benefits
16100,you,big company
16101,some,products
16102,great products,the whole
16103,the biggest company,hr
16104,the world,many people
16105,great,success
16106,brand,the products
16107,value,value
16108,lot,the customers
16109,perks,uncoordinated
16110,place,10s
16111,those,products
16112,innovation,the tooth
16113,inclusion,no new hit
16114,the world better,sight
16115,they,them
16116,it,each other
16117,the amount,consideration
16118,social justice issues,it
16119,the company ceo tim cook,the customer
16120,me,base pay levels
16121,apple,average
16122,some,bonus
16123,strongest relationships,conclusion
16124,people,time
16125,culture,the fat
16126,years,products
16127,the changes,pay
16128,customer focus,industry standards
16129,product line,no career advancement
16130,the job,lot
16131,feeling,false promises
16132,apple,they
16133,the people,contract workers
16134,lots,revolving door
16135,training,it
16136,career advancement,they
16137,some,millions
16138,they,servers
16139,you,they
16140,everything,them
16141,you,hard drives
16142,home,each server
16143,equipment,ticking time bomb
16144,test devices,failed hard drives
16145,money,they
16146,phone,filers
16147,great discounts,they
16148,training,it
16149,home,they
16150,great training,thousands
16151,career development,tickets
16152,diverse employees,failed hardware
16153,quality products,most
16154,they,those
16155,the pay,all those hard drives
16156,an hour,they
16157,part time,everything
16158,,var
16159,part time benefits,var
16160,apple products,machines
16161,benefits,
16162,work environment,the same problems
16163,great management great pay,any
16164,work,it
16165,great people,they
16166,lifelong friends,the issue
16167,me,the ticket
16168,tons,the issue
16169,benefits,this position
16170,401k matching,you
16171,stocks,an outgoing people person
16172,rsus,you
16173,healthcare,it
16174,fitness reimbursement,major struggle
16175,public transit,time
16176,discounts,three weeks
16177,few,time
16178,the list,the customer
16179,diverse,retail hours
16180,environment,culture
16181,manager,secrecy work life balance
16182,the election,partnership
16183,great adult benefits,best
16184,great people,buy
16185,place,eye
16186,dope people,eye
16187,fun environment,apple
16188,great culture,much development
16189,site cafeteria,no set work schedules
16190,super good good benefits,promotions
16191,responsibilities,favoritism
16192,you,limited mobility
16193,refreshing landscape,hectic work environment
16194,an expert,flexibility
16195,close work environment,leadership
16196,flexibility,favoritism
16197,freedom,racism
16198,projects,poor organizations
16199,great culture,coworkers
16200,the management,psychological breakdowns
16201,products,exhaustion
16202,fun,the pros
16203,you,you
16204,so many life skills,the company
16205,there,the pay
16206,many companies,employees
16207,apple,they
16208,there,it
16209,good pay,sense
16210,you,san francisco
16211,environment,they
16212,great company,few dollars
16213,high visibility,it
16214,all projects,an hour
16215,center rsus,benefits
16216,hours,dollars
16217,people,you
16218,technology,vacation
16219,busy,any
16220,great team,the perks
16221,vision,leadership
16222,products,lack
16223,perks,communication
16224,great team,management
16225,vision,no room
16226,products,growth
16227,perks,any retail job
16228,fascinating,nights
16229,problems,must
16230,intelligent,an admin
16231,the best technical resources,there
16232,everyone,more growth opportunities
16233,the newest member,career
16234,the team,upper level management
16235,they,market leader
16236,thoughts,guidance
16237,smart,store
16238,something,internal
16239,new,company
16240,benefits,poor work life balance
16241,it,retail hours
16242,apple,weekends
16243,stock,it
16244,grants,part
16245,awesome company,the job
16246,great benefits,general nothing
16247,work life balance,bad management
16248,great benefits,team environment
16249,decent pay,such little turnover
16250,flexible hours,growth
16251,great benefits,time
16252,perks,lot
16253,the pay,investment
16254,work,travel
16255,new york city,lot
16256,,room
16257,an hour,growth
16258,taxes,not lot
16259,the amazing pay,rank
16260,con,employees
16261,it,work
16262,the way,apple
16263,they,everyone
16264,you,all knowledge
16265,other jobs,there
16266,there,no documentation
16267,many,the internal tools
16268,this much,sometimes the tech
16269,related,age
16270,the,it
16271,great,it
16272,health,
16273,dental,steve
16274,visual insurance,years
16275,they,some parts
16276,portion,apple
16277,you,internal politics
16278,student,this
16279,they,the
16280,part,the time
16281,,
16282,the,positions
16283,individual unlimited plan,ad platforms
16284,apple,you
16285,it,it
16286,they,good
16287,purpose,case
16288,they,you
16289,people,year
16290,good personalities,two
16291,result,you
16292,an,apple
16293,most customer,place
16294,people,many teams
16295,you,you
16296,friends,working
16297,this,team
16298,the,things
16299,good people,you
16300,chef,you
16301,you,work
16302,alot weekend,apple
16303,holidays,you
16304,everyone,some
16305,the customers,you
16306,other places,apple
16307,the benefits,workload
16308,great culture,country club stress levels
16309,excellent pay,couple
16310,benefits,months
16311,part time,several months
16312,great team,
16313,people,this
16314,it,physical design engineer
16315,they,this
16316,you,apple
16317,the opportunity,no advancement
16318,growth,company
16319,no micro management,part time employee
16320,apple,remote
16321,the,employment
16322,the world,no work
16323,an apple store job,life
16324,the best way,balance
16325,the company,management
16326,it,you
16327,that,other companies
16328,you,they
16329,the best products,average
16330,the world,customers
16331,some,another level
16332,you,times
16333,yourself,you
16334,there,you
16335,no shortage,the
16336,opportunities,you
16337,we,this
16338,difference apple,it
16339,great,the knowledge base
16340,the future,the retail world
16341,the service,apple
16342,friends,retail
16343,the app,hours
16344,me,nights
16345,friend,weekends
16346,great company,some
16347,culture,zero
16348,customer service,management
16349,some,outside hires
16350,the best benefits,no relevant experience
16351,the retail industry,management
16352,fantastic discount program,some
16353,employees,some
16354,family,absolute monsters
16355,work impact,hr
16356,hundreds,employees
16357,millions,sexual harassment
16358,users,ceo
16359,you,employees emails
16360,great 401k benefits,they
16361,stock options health care,political issues
16362,vision,more innovative tech
16363,dental,position
16364,life insurance,hours
16365,health insurance,month
16366,product discounts,month managerial turnaround
16367,monthly public transportation credit,managers
16368,benefits,the worst part
16369,full healthcare,the job
16370,tuition reimbursement,some
16371,fitness reimbursement,the customers
16372,401k match,you
16373,espp,day
16374,etc,day basis
16375,amazing,schedule
16376,team,some early shifts
16377,apple,some late
16378,you,there
16379,skills,apple inc
16380,you,
16381,any other job,you
16382,leadership team,one
16383,apple,the chosen
16384,whole company,difficult home
16385,company,life balance
16386,benefits,times
16387,people,customers
16388,great discounts,many occasions
16389,great friends,exceptions
16390,friendly atmosphere,the customers
16391,,you
16392,it,the hardest time
16393,anything,customer
16394,apple,help
16395,hands,open concept offices
16396,the best company,it
16397,the training,glare
16398,the opportunity,no visibility
16399,growth,promotion opportunities
16400,managers,org changes
16401,you,complete surprise
16402,you,most
16403,both professional,confusion
16404,the culture,career growth potential
16405,it,very little emphasis
16406,one,training managers
16407,the largest companies,lots
16408,the world,growing pains
16409,you,people
16410,you,bit
16411,part,the bureaucratic side
16412,family,customer
16413,everybody,consumer electronics
16414,,work environment availability
16415,contact,issues
16416,amazing people,potential promotions
16417,,some building
16418,,issues
16419,,heat
16420,great environment,the day
16421,the managers,this specific team
16422,you,contract position
16423,person,
16424,past jobs,any reason
16425,you,anything poor
16426,one,apple
16427,great friends,none
16428,that,the time
16429,everybody,horrible culture
16430,apple,not accountability
16431,,management
16432,great environment,scheduling
16433,great resources,pain
16434,tuition reimbursement,only so many moves
16435,stock option,store level
16436,other benefits,csr
16437,things,
16438,you,it
16439,apple,there
16440,part time employees,constant changes
16441,great quality work,the high level
16442,you,the low level
16443,great benefits,
16444,flexible hours,the company
16445,extensive training,software quality
16446,you,it
16447,exceptional service,some folks
16448,great community,some
16449,advisors,the rapid changes
16450,,no cons
16451,no complaints,
16452,hard work,
16453,the minute,the fast pace
16454,love,the challenge
16455,mdm,the box
16456,apple,rude customers
16457,you,time
16458,lot,time
16459,great people,
16460,lots,no cons
16461,opportunity,managers
16462,corporate experience,fake
16463,home employee discount,they
16464,no travel time,work
16465,company culture,pay
16466,pay benefits,work
16467,industry standards,pay
16468,work,none
16469,home,
16470,they,no real sense
16471,works,directions
16472,school schedule,leaders
16473,,less schooled knowledge
16474,,clueless managing
16475,the people,no
16476,,growth
16477,impact,opportunities
16478,the world,every time
16479,it,you
16480,that,an interest
16481,an amazing,there
16482,company,chance management
16483,superior,cranky customers
16484,benefits,the phone
16485,training,all day
16486,it,no breaks
16487,company,glorified call center job
16488,they,lot
16489,srs ot,there
16490,stock options,interviews
16491,discount program,package
16492,insurance,that good
16493,year,you
16494,great pay,the weekend
16495,great benefits,you
16496,benefits,an indispensable role
16497,everywhere,you
16498,plenty,career growth path
16499,paid time,not clear
16500,amazing discounts,salary growth
16501,products,general
16502,good pay,it
16503,the work,fine job
16504,apple,zero
16505,the culture,good luck
16506,the amazing leaders,shift
16507,it,the likely event
16508,that way,you
16509,retail job,certain day
16510,it,full timers
16511,any better,designated day
16512,this,they
16513,great culture,
16514,the pay,you
16515,the fellow employees,any weekend days
16516,work culture,you
16517,smart people,part timers
16518,leading technology,days
16519,generous,full availability
16520,shutdown,it
16521,benefits,full time student
16522,part timers,job
16523,tuition reimbursement,this place
16524,gym credit,you
16525,health insurance,sick lot
16526,full timers,they
16527,decent vacation accrual,anything
16528,adoption aid,something
16529,16 week maternity leave,cleaning
16530,great,and
16531,healthcare,those little squishy ball seats
16532,fun,the kids table
16533,edge phone products,we
16534,extensive team work building skill,them
16535,positive work relationships,reason
16536,the job problem,you
16537,skills,the point
16538,development,it
16539,the job insight,they
16540,user interactions,you
16541,products,you
16542,development,zero training time
16543,communication skills,everything
16544,team members,the latest software
16545,endless resources,hardware
16546,experiences,you
16547,professional,chicken
16548,both,it
16549,company,head
16550,leadership skills,multiple people
16551,fun,stupid questions
16552,atmosphere,customers
16553,really awesome people,there
16554,benefits,no opportunities
16555,work environment,growth
16556,salary,you
16557,everything,the managers
16558,peachy bruh,little pet
16559,company culture,every whim
16560,managers,you
16561,culture,an interview
16562,full,something
16563,excellent compensation,an external hire
16564,great culture,you
16565,decent benefits package,mere cog
16566,good benefits,the big corporate machine
16567,fun environment,apple
16568,great coworkers,they
16569,job security,you
16570,training,time
16571,you,you
16572,better job,that place
16573,good,the apple culture
16574,retail job,the company
16575,all great experience,it
16576,great,it
16577,good college job,2010
16578,fast paced environment,angela ahrendts
16579,awesome management,cancer
16580,some,apple retail
16581,the best coworkers,working
16582,you,mall
16583,flexible schedule great benefits package,times
16584,good pay,moving
16585,retail,the organization
16586,good company apple,other business units
16587,nice store,micro management
16588,supportive environment,favoritism
16589,great food,none other
16590,great people,calls
16591,great service great products,all day
16592,,week
16593,apple products,home
16594,there,job
16595,working,retail hours
16596,great products compensation,amount
16597,above average,hours
16598,the service industry,ambiguity
16599,13 years,an
16600,,lot
16601,normal schedule,times
16602,saturdays,different personalities
16603,must,every day
16604,,this job
16605,weekend,internet company
16606,yes,no
16607,it,food
16608,it,no
16609,the benefits,gym
16610,work,work overtime
16611,home,you
16612,mac,nothing
16613,you,
16614,good pay,terrible fluctuating retail hours
16615,good hours,you
16616,huge impact,managers
16617,,touch
16618,backend,each role
16619,you,metrics
16620,ios,people
16621,backend,me
16622,holiday policy,management only
16623,support,the sale
16624,another roles,the customer
16625,apple,work culture
16626,hr,times
16627,lot,it
16628,smart engineers,no
16629,detail,balance
16630,you,retail
16631,benefits,
16632,balance,they
16633,technology,
16634,levels,some managers
16635,separation,you
16636,,sales
16637,this,some
16638,pro,there
16639,it,managers
16640,upward mobility,store
16641,they,foundation
16642,apple,hours
16643,great well,management
16644,company,typical
16645,great work environment,retail
16646,nice new establishment,slow change
16647,the,staffing employees
16648,environment,customer traffic
16649,it,times
16650,good workplace,customers
16651,apple,the burden
16652,great spring board,employees
16653,the,angry people
16654,it,money
16655,project management industry,an excuse
16656,great corporate values,this issue
16657,you,us
16658,an,we
16659,nice people,we
16660,nice environment,we
16661,great benefit,apple
16662,money,the front lines
16663,it,sales skills
16664,the kind,emotional intelligence
16665,work space,customers
16666,the sky,apple
16667,the limit,other tech companies
16668,you,the area
16669,new,retail location
16670,existing roles,ie
16671,amazing benefits,best buy
16672,great pay,the reason
16673,retail positions,talks
16674,great benefits,financial institutions
16675,such,many cons
16676,reduced price,people
16677,items,hey thats
16678,other fields,customer service
16679,work,sometimes they
16680,awesome environment,hours
16681,lovely people,
16682,great benefits,the public
16683,work,challenge
16684,home,they
16685,way,unreal expectations
16686,career,company culture
16687,people,bureaucracy
16688,interns,secretive culture
16689,everyone,anything
16690,good work,lousy
16691,life,pay
16692,balance,politics
16693,great benefits,mgmt cherry
16694,great company,favorites
16695,good benefits,the commute
16696,good environment,parking situation
16697,environment,that
16698,industry leading technology,the job
16699,few jobs,phenomenal
16700,technology,there
16701,many people,any
16702,the hardware,the execs
16703,reasonable pay,micromanage
16704,good benefits,too much
16705,good health plan,drive unnecessary work
16706,challenging work environment,somebody
16707,high potential,other groups
16708,personal development,immediate org
16709,great benefits,corporate retail policies
16710,amazing coworkers,retail
16711,positive environment,tech
16712,the best,schedule
16713,company,other jobs
16714,ever,environment
16715,unreal amount,times
16716,benefits,inflexible
16717,some,making
16718,the smartest workers,poor
16719,the industry,you
16720,the work,all holidays
16721,you,set schedule
16722,absolutely incredible company,you
16723,stay,10 pm
16724,hungry,row
16725,you,upward growth
16726,it,retail
16727,retail job,opportunities
16728,you,corporate
16729,interest,the public
16730,other roles,lot
16731,there,work
16732,almost limitless potential,it
16733,experiences,the best
16734,you,those
16735,,school
16736,different person,those
16737,,other projects
16738,it,they
16739,that company,great
16740,competitive pay,professional
16741,tons,you
16742,perks,the years
16743,incredible bar,work
16744,culture,you
16745,perk,retail
16746,there,cant think
16747,investment,any cons
16748,perk,great company
16749,there,retail
16750,investment,that
16751,benefits,challenge
16752,plan,the
16753,home company,cafe
16754,internet,reasonable price
16755,home,
16756,the people,it
16757,you,it
16758,most cases,better vacation policy
16759,great company,applecare
16760,people,the company
16761,flexible part time hours,the retail level
16762,leadership,retail job
16763,schedules,the end
16764,great products,position
16765,some,some standing issues
16766,big voice,long time
16767,small voice,it
16768,company culture,large global company
16769,positivity,the work environment
16770,the group,you
16771,decent pay,interpersonal communication
16772,retail,difficult
16773,lots,growth
16774,career experiences,corporate environment
16775,technician training,unbalanced hours
16776,must,very quick training
16777,those,advancement
16778,apple,it
16779,employees,positions
16780,something,long period
16781,plenty,time
16782,training,job opportunities upwards
16783,lots,apple
16784,competency training,different options
16785,they,it
16786,this company,you
16787,it,every holiday
16788,the way,you
16789,businesses,good job
16790,benefits,there
16791,they,something
16792,apple,they
