,pro,con
8765,home,you
8766,,here
8767,all the goals,insert
8768,,group name
8769,great,word
8770,benefits,advice
8771,pay,research
8772,work,line up
8773,nice place,the person
8774,lib,you
8775,great products,you
8776,benefits,you
8777,pay,ways
8778,innovation,you
8779,global company,the
8780,global name,microsoft
8781,good benefits,the game
8782,good work,thrones
8783,life balance,the ics
8784,part,lower management
8785,company,the people
8786,the world,the company
8787,good,anything
8788,pay,the life
8789,benefits,the ms bubble
8790,outlook,the
8791,growth,lateral options
8792,cloud,talent pool
8793,this review,management only
8794,the office,cost
8795,people,older average age
8796,management,lower compensation
8797,great,sometimes slow
8798,great,old managers
8799,benefits,big corporation
8800,great facilities,process
8801,medical facilities,politics
8802,sports,base salary
8803,fields,others
8804,they,micromanagement
8805,treehouse,senior managers
8806,free drinks,lack
8807,cooler,vision
8808,the company,markets
8809,employees,outdated review system
8810,products,company
8811,pay,bubble
8812,benefits,outside world
8813,pay,politics
8814,the benefits,open space work environments
8815,smart people,you
8816,the changing culture,that
8817,pay,focus
8818,the benefits,large company politics
8819,smart people,beaurocracy
8820,the changing culture,lots
8821,good benefits,competition
8822,projects,the move
8823,work,open space
8824,life balance,the environment
8825,class benefits opportunity,work
8826,growth great vision,home
8827,the future progressive leadership,you
8828,strong financial performance,depressing life
8829,ability,no bonus laugh
8830,change,hours
8831,autonomy,that
8832,smart people,retail
8833,work life balance,whole
8834,company,no cons
8835,charity donations,
8836,impact,
8837,opportunities,amazon
8838,lateral moves,some bad pockets
8839,advancement,it
8840,smart,this
8841,motivated,an amazing job
8842,stable,an amazing opportunity
8843,respect,the biggest thing
8844,home,
8845,optimistic atmosphere,it
8846,lot,little
8847,office politics,
8848,compensation potential,that
8849,every possible role,amazon demand
8850,you,high quality
8851,ins software industry,measurable results
8852,microsoft,yes
8853,it,it
8854,roles,hard work
8855,different career options,yes
8856,ic,it
8857,manager,yes
8858,similar compensation,
8859,decent benefits,
8860,great bonus opportunities,no cons
8861,access,
8862,incredible resources,
8863,tools,amazon
8864,work,some bad pockets
8865,nice teamwork,it
8866,each others success,this
8867,work life balance,an amazing job
8868,wonderful people,an amazing opportunity
8869,challenges,the biggest thing
8870,growth,
8871,benefits,it
8872,pay,little
8873,you,
8874,full formal education,that
8875,this position,amazon demand
8876,benefits,high quality
8877,compensation,measurable results
8878,the co,yes
8879,new products,it
8880,learning env,hard work
8881,growth mindset,yes
8882,each other,it
8883,mistakes,yes
8884,good benefits,
8885,free food,
8886,espresso machines,compensation
8887,good perks,other companies
8888,new products,we
8889,technology,real
8890,microsoft,we
8891,great place,we
8892,amazing benefits,lack
8893,global experience,opportunity
8894,problems,growth customers
8895,great resources,day
8896,series,you
8897,friendly easy flexible fun,large company
8898,community,changes
8899,large company,remote work
8900,mammoth business,redmond
8901,immense opportunities,the bell shaped curve
8902,various roles,horrible development
8903,employment,product
8904,platform,specifics such
8905,some teams,it
8906,edge technologies,change
8907,great platform,design
8908,different,consensus
8909,great resource,no one
8910,easy,product
8911,access,most
8912,culture,products
8913,microsoft,all
8914,,internal tools
8915,you,management
8916,lot,people
8917,things,short term projects
8918,microsoft,the people
8919,great place,orphaned work
8920,launch,it
8921,career,years
8922,you,advance
8923,department,the people
8924,the managers,control
8925,meaningful ways,10
8926,you,most
8927,an opportunity,them
8928,ton,any
8929,you,the moment
8930,good benefits,they
8931,people,me
8932,wide range,
8933,products,company
8934,fun people,regimental
8935,compensation,somewhat siloed
8936,best,conflicting metrics
8937,class,no support
8938,great coworkers,direct leadership
8939,salary,poor bonus compensation
8940,great benefits,lack
8941,individual,synergy
8942,family,retail
8943,excellent benefits,microsoft
8944,great perks,great place
8945,continuous learning,everyone
8946,career development,diversity
8947,outstanding,people
8948,comp,some ideal way
8949,benefits,working
8950,stock sharing,lot
8951,yearly stock awards,the perks
8952,vest,lot
8953,years,it
8954,great way,vendor companies
8955,top talent,you
8956,other tech companies,products
8957,take,you
8958,hours,nonimportant stuff
8959,managers,things
8960,little slow,microsoft
8961,promotions,lots
8962,other big companies,technology
8963,you,updates
8964,food,you
8965,it,you
8966,good food,piece
8967,the perks,
8968,benefits,operations
8969,opportunities,it
8970,growth,projects
8971,good work,the benefit
8972,life balance,management
8973,benefits,vs
8974,brand,significant impact
8975,stable company,limited bathroom time
8976,excellent benefits,pens
8977,rewarding environment,promotion
8978,the stocks,less salary
8979,service advisor,other company
8980,great experience,the fact
8981,people,it
8982,you,there
8983,new people,lack
8984,great team,growth
8985,the latest technology,low efficiency
8986,lots,lack
8987,great benefits,vision
8988,cloud,consumer market
8989,company,there
8990,wide range,pockets
8991,products,silos
8992,job opportunities,this mentality
8993,ability,the momentum
8994,lot,the company
8995,smart people,they
8996,top business partners,organization
8997,good,bit
8998,learning,the commute
8999,environment,that
9000,friendly team,little
9001,world class resources,things
9002,great corporate environment,much top
9003,there,microsoft
9004,lots,the place
9005,employee discounts,underachievers
9006,you,any technology
9007,time,most folks
9008,impressive,many many years
9009,the community,so thoughts
9010,impressive,folks
9011,the community,you
9012,benefits,large organuzation
9013,culture,hence slow growth
9014,great vision,products
9015,the top,they
9016,great,total compensation
9017,benefits,aws
9018,roles,competition
9019,great benefits,some products
9020,flexible work environment,only microsoft
9021,flexibility,some
9022,challenge,opportunity
9023,great benefits,longer term career
9024,stable company,higher
9025,company culture,move
9026,people,seattle
9027,divisions,reality
9028,tools,it
9029,successful employee,bureaucracy
9030,outstanding technical talent lots,enough young leaders
9031,room,management
9032,skills,selfishness
9033,different domains,infighting
9034,those,constant politics
9035,specialized skills,an ego
9036,experience,self
9037,experience,credit
9038,immediate team culture,all employees
9039,management chain,products
9040,some teams,people
9041,industry standards,the company
9042,,level 65
9043,cadence,that
9044,more open development stage,you
9045,great benefits,the
9046,decent reputation,working
9047,lot,microsoft
9048,smart people,longer
9049,great data,an asterisk
9050,tons,other companies
9051,opportunity,the general sentiment
9052,an impact,microsoft people
9053,products,pay
9054,you,market
9055,the leadership,this position
9056,you,silicon valley
9057,it,politics
9058,very fun,role
9059,career growth,decision making
9060,roles,the company
9061,way,everything
9062,different product,windows
9063,companies,stunt career opportunities
9064,flexibility,ms
9065,average,everyone
9066,long hours,dri
9067,certain weeks,week
9068,you,rotation
9069,ownership,dri
9070,family,24 hours
9071,other things,call
9072,you,leadership
9073,energy,there
9074,work,battle
9075,company,the blue badges
9076,community,the orange badges
9077,maybe the best global corporate citizen,ms
9078,donation,you
9079,the gates foundation,they
9080,,an agency
9081,people,you
9082,it,permanent temp
9083,it,nothing
9084,you,company
9085,satya,times
9086,the real deal,all the diversity
9087,me,so many
9088,all information microsoft windows,one place
9089,excellent benefits package,this
9090,upper management,tendency
9091,all the right things,politics
9092,the,the way
9093,smart people,ones job
9094,the ongoing drive,all
9095,diversity,this
9096,better culture,the best suggestion
9097,great benefits,
9098,good work life balance,comp
9099,good,developers
9100,balance,pay
9101,great benefits,par
9102,inclusive culture,industry
9103,lots,much politics
9104,orgs,you
9105,great company,little bit
9106,bill gates,the ladder
9107,the best,big company
9108,amazing company,management
9109,great,you
9110,advancement opportunities,additional projectn
9111,you,certification requirements
9112,yourself,always
9113,product cycle,
9114,culture,anytime
9115,the world,an employee
9116,one team,msft
9117,one dream,the mgr
9118,training,you
9119,modules,you
9120,you,other positions
9121,date community outreach programs,they
9122,,you
9123,msft,brotopia
9124,it,you
9125,these past years,
9126,the better,you
9127,,right
9128,the big focus,women
9129,the company,selectin
9130,the dull corporate,team
9131,more,technology
9132,touch,silo
9133,the industry,issues
9134,,windows
9135,,connections
9136,widespread use,people
9137,github,those teams
9138,open sourcing,some internal tools
9139,linux,quality
9140,it,comparable ones
9141,great place,the mainstream
9142,they,some managers
9143,,temper
9144,this,such behaviour
9145,team,some companies
9146,team,it
9147,benefits,resistance
9148,good benefits,retrospectives
9149,decent salaries,difficult management model
9150,lots,duplicates
9151,commute,project
9152,options,too
9153,benefits,politics
9154,hours,it
9155,work,lot
9156,great place,energy
9157,love,multiple layers
9158,it,any
9159,great place,the hr function
9160,love,there
9161,it,less space
9162,,proactive ways
9163,microsoft,value
9164,,the people
9165,any school,you
9166,great salary,the change management
9167,nothing,offs
9168,great benefits,microsoft
9169,balanced work life,
9170,competitive salary,you
9171,great benefit package,it
9172,flexible work hours,there
9173,home,you
9174,option,
9175,office facilities,myself
9176,nice,speed
9177,different buildings,market
9178,general,direction
9179,they,the small business
9180,an ok compensation package,the future success microsoft
9181,you,the future
9182,good manager,any cons
9183,successful project,everything
9184,then,speed
9185,you,market
9186,smooth sailing,direction
9187,great pay,the small business
9188,great benefits,the future success microsoft
9189,great support structure,the future
9190,great career opportunities,any cons
9191,opportunities,everything
9192,cloud,constant change
9193,the focus,low salary
9194,all,conservative mindset
9195,the org,big company bureaucracy
9196,good management,limited career advancement opportunities
9197,benefits,some people
9198,fantastic,you
9199,benefits,wa state
9200,competitive salary,nearby one
9201,amazing people,microsoft
9202,smartest people,career advancement
9203,,you
9204,17 years,
9205,,time consuming
9206,new technology,the company
9207,chance,the internal interview process
9208,the world,new role
9209,it,organization
9210,good compensation,the company
9211,working,weeks
9212,latest technologies,
9213,processes,external candidates
9214,exciting work challenges,competition
9215,good salary,you
9216,benefits,it
9217,great,new position
9218,benefits,tools
9219,not salary,employees
9220,edge technology,low marks
9221,good work environment,yearly polling
9222,company,the right tools
9223,microsoft,reports
9224,care,processes
9225,it,place
9226,employees,
9227,no other company,many improvements
9228,it,the several years
9229,family concept,
9230,company,many changes
9231,employees,the future
9232,microsoft,compensation
9233,best assets,the benefits
9234,people,the total compensation
9235,lots,much
9236,responsibilities,better
9237,you,
9238,you,salaries
9239,good balance,other top tier tech companies
9240,work,politics
9241,great people,chaotic
9242,great benefits,much fluff
9243,competitive,timing
9244,pay,night shift
9245,package,no cons
9246,base,lack
9247,generous,fast pace
9248,401k match,innovation
9249,fitness reimbursements,good program managers
9250,lot,upper management
9251,more,sync
9252,cvp level,it
9253,company,large company
9254,the right direction,you
9255,the brand name,the pace
9256,the past years,certain projects
9257,great,they
9258,you,layers
9259,it,management review
9260,quasi,commute
9261,good work life balance,seattle proper
9262,you,
9263,opportunities,great management team
9264,things,
9265,you,it
9266,they,location
9267,part,location
9268,benefits,
9269,the culture,nothing
9270,microsoft,microsoft
9271,the best,the candidates
9272,helping customers,the first
9273,they,the criteria
9274,them,the rest
9275,they,the applications
9276,them,saw countless requisitions
9277,fun,hundreds
9278,great experience,candidates
9279,more,an offer
9280,there,the first slate
9281,many places,candidates
9282,you,racist managers
9283,that offer,they
9284,personal training sessions,they
9285,box experiences,lip service
9286,you,employees
9287,device,you
9288,gaming tournaments,different views
9289,community events,certain things
9290,more,life
9291,uniform,the culture
9292,other companies,you
9293,the experience,the organization
9294,customers,stretch assignment
9295,any other retailer,you
9296,lots,unimaginable hours
9297,ability,overtime
9298,groups,notice
9299,good pay great benefits,ms
9300,incredible tech experience,dream
9301,marketing positions,job
9302,functional team work,you
9303,great insight,someone
9304,other groups,power
9305,lot,you
9306,analytics,zero chance
9307,products,even review
9308,you,requisition
9309,many millions,
9310,great,fan
9311,stability,traditional offices
9312,growth,space
9313,flexibility,bureaucratic
9314,compensation,times
9315,super smart colleagues,the size
9316,good culture,complexity
9317,respect,resources
9318,work life balance,you
9319,ability,while
9320,the company,bureaucratic
9321,good,times
9322,good work,the size
9323,life balance,complexity
9324,fun,resources
9325,culture,you
9326,people,while
9327,pretty,that
9328,good salary,low income
9329,coast,other internet company
9330,they,pay
9331,good care,market
9332,you,promotion velocity
9333,the other tech,no stock refreshers
9334,great rewards,no free food
9335,lots,bad proprietary tech stacks
9336,opportunities,dev environment
9337,smart folks,lots
9338,the startup,meetings
9339,microsoft,no laptops
9340,great people,junior engineers
9341,great potential,old culture
9342,microsoft,growth
9343,it,bureaucracy
9344,microsoft pay,value wasting
9345,benefits,years
9346,they,microsoft
9347,the cost,
9348,power bi,different executive teams
9349,the only worthwhile products,garbage
9350,nice facilities,frequent reorgs
9351,good,it
9352,talks,projects
9353,sports events,lower salary
9354,volunteering,other companies
9355,etc,you
9356,money,level 64
9357,,woman
9358,it,you
9359,you,at
9360,smart people,women
9361,compensation,there
9362,the campus,level 70
9363,seattle,common red tape
9364,wonderful city,process
9365,strong management,large org
9366,the most part,the company
9367,strong recruiting practice,the culture
9368,people,times employees
9369,you,travel
9370,great education,stress
9371,tuition reimbursement,sink
9372,training time,attitude
9373,etc,lot
9374,growth,none
9375,all kinds,the things
9376,benefits,most
9377,life balance,the time
9378,benefits,there
9379,smart people,grunt work
9380,best technologies,not every project
9381,work environment,management
9382,company,favorites
9383,pockets,proper qualifications
9384,good people,lot
9385,individual contributors,new extra responsibilities
9386,edge,no extra pay
9387,knowledge,poor 1st line
9388,most microsoft products,manager communication
9389,online the amount,there
9390,data,the summer
9391,you,none
9392,lot,none
9393,low hanging fruit,none
9394,few people,none none
9395,the data,proper con
9396,you,there
9397,you,the summer
9398,lot,none
9399,impact,none
9400,great infrastructure,none
9401,large volumes,none none
9402,data,proper con
9403,you,managers
9404,more time,the company
9405,the data,arrogance
9406,it,performance
9407,great environment,you
9408,good culture,toe
9409,great opportunities,the company line
9410,solid onboarding process,jargon
9411,new hires,personality
9412,training,leaders
9413,edge,you
9414,,weaknesses
9415,microsoft,help
9416,july 1996,everything
9417,march 2016,everyone
9418,,few decisions
9419,great people,it
9420,time,you
9421,new adventure,the work
9422,one,you
9423,the world,it
9424,you,the appearance
9425,lot,the expense
9426,valuable experience,others
9427,great company,work
9428,great benefits,this
9429,benefits,
9430,benefits,machiavellian kind
9431,benefits,workplace
9432,location,you
9433,exec management,smiles
9434,soul taking,passive aggressiveness
9435,they,even hugs
9436,plenty,potential employee beware
9437,coconut oil,you
9438,everyone,bad year
9439,you,you
9440,the smartest people,you
9441,it,things
9442,the job,action
9443,the role,there
9444,great company,other corporations
9445,nice environment,enough
9446,good pay,you
9447,great place,none
9448,technology leadership,
9449,,salary
9450,,not competitive
9451,enhancement,legacy support needs
9452,benefits,hours
9453,improvement,you
9454,culture,the
9455,satya,the 10
9456,,each quarter
9457,the best experience,the top brass
9458,love leadership,edu
9459,great,more diversity
9460,excellent,it
9461,there,women
9462,many teams,management
9463,tons,the entire team
9464,flexibility,devices
9465,you,leaders
9466,multiple 1b,way
9467,groups,the
9468,hard problems,
9469,edge,you
9470,technology,college clueless kids
9471,generally good,the entire edu devices teams
9472,work,youngsters
9473,life,it
9474,balance,they
9475,scale,it
9476,execution,really
9477,excellent benefits,it
9478,50,no way
9479,match 401k,google
9480,full health,some peoducts
9481,dental coverage,customer
9482,you,the bright
9483,1000,shiny
9484,year,high visibility projects
9485,800 year,not
9486,gym,operations
9487,sport related expenses,employees
9488,stock purchasing,maintenance
9489,matching,office operations
9490,donations,those
9491,free beverages,limited attention span
9492,you,projects
9493,the company,run
9494,smart people,employees
9495,behemoth,those roles
9496,good work life balance,continuous improvement maintenance type roles
9497,company,those functions
9498,you,talent
9499,good work life balance,low value
9500,company,roles
9501,you,the organization
9502,great work,huge loss
9503,market rate,talent
9504,pay,microsoft
9505,microsoft,microsoft specific experience
9506,great company,industry experience
9507,internal culture,the
9508,satya,they
9509,steve,new ideas
9510,excellent,new ways
9511,pay,thing
9512,great opportunities,reality
9513,difference,they
9514,the world,the microsoft way
9515,good benefits,internal connections
9516,decent perks,pay
9517,fitness plan,innovation
9518,smart,just bit
9519,great strategy,school
9520,visionary ceo,culture
9521,strong organization,product teams
9522,it,the culture
9523,decent compensation,microsoft
9524,base pay,level
9525,you,competition
9526,something,peers
9527,the talent people,political manipulation
9528,you,energy
9529,great people,better
9530,excellent benefits,good work
9531,employee services,time
9532,opportunity,still
9533,edge technologies,lingering culture
9534,good work,complacency
9535,life,this
9536,balance,you
9537,high impact,stable job
9538,user,family
9539,you,you
9540,culture,big impact
9541,strategy,year
9542,breakfast,massive organization
9543,the company,divisions
9544,notion,silos
9545,core values,the culture
9546,every person,this problem
9547,the planet,inconsistency
9548,more,the organization
9549,us,lack
9550,real transformation,leadership
9551,we,the mid level management
9552,that,metrics
9553,alignment,customers
9554,charity,consideration
9555,respect,worst
9556,hubris,tools
9557,very good people,
9558,personal level,locations
9559,very,that tool
9560,benefits,still
9561,benefits,lingering culture
9562,cutting edge,complacency
9563,technology,this
9564,whole,you
9565,microsoft,stable job
9566,company,family
9567,you,you
9568,there,big impact
9569,some great opportunities,year
9570,the company,massive organization
9571,great environment,divisions
9572,you,silos
9573,great manager,the culture
9574,decent,this problem
9575,,inconsistency
9576,,the organization
9577,master,lack
9578,good benefits,leadership
9579,they,the mid level management
9580,bit,metrics
9581,every year,customers
9582,vacation accrual,consideration
9583,90 percent,worst
9584,admin positions,tools
9585,you,
9586,the role,locations
9587,you,that tool
9588,lot,work
9589,disciplines,hours
9590,the company values,work
9591,time,sometimes
9592,healthier employees,culture
9593,death,people
9594,real commitment,long hours
9595,good corporate citizenship,lot
9596,company,networking
9597,within,job change
9598,job security,the work life balance
9599,ic level,everything else
9600,people,rampant sexism
9601,super,heavy workload
9602,love,sleepless nights
9603,such inspiring people,growth opportunities
9604,the race,engineering systems
9605,diversity,general
9606,microsoft,too many
9607,the work,levels
9608,you,office politics
9609,,not much money
9610,all the processes,living
9611,it,any big company
9612,an,it
9613,any,it
9614,it,the marketing partners
9615,career,slow moving
9616,the store,promotion
9617,you,they
9618,you,development
9619,generous benefits,you
9620,drinks,people
9621,food,nothing
9622,the breakroom,you
9623,some,all the weight
9624,the great problems,that
9625,unprecedented scale,you
9626,users,the company culls
9627,free,employees
9628,cold drinks,60
9629,health benefits,the ongoing market compensation
9630,great opportunity,the benefits package
9631,different aspects,it
9632,finance,teams
9633,companies,full loop interviews
9634,audit,political fight
9635,bi,some teams
9636,fp,none
9637,,
9638,,the way
9639,,promotion
9640,great leadership team,years
9641,amy hood,role
9642,international rotation options,microsoft
9643,you,nothing
9644,lots,
9645,friendly team good benifit,
9646,big products,new employee
9647,lot,the honeymoon phase
9648,impact,
9649,fun,things
9650,hard problems,sometimes heavy infrastructure
9651,people,processes
9652,benefits,the shorter release cycles
9653,work life balance,lot
9654,you,agility
9655,good team,new v1 products
9656,part,they
9657,diversity,par
9658,roles,the legacy products
9659,smart people,they
9660,great benefits,the v2 version
9661,this,it
9662,beautiful office,we
9663,there,terms
9664,interesting problems,functionality
9665,ms,this
9666,global company,better
9667,brand name recognition,the use
9668,it,telemetry
9669,positive,we
9670,it,functionality
9671,experience,customers
9672,microsoft,the weather
9673,one,seattle
9674,the best companies,none
9675,,
9676,the opportunity,culture
9677,they,products
9678,excellent benefits,stellar ux
9679,top notch health plan,much politics
9680,everything,quality
9681,you,politics
9682,benefits,large company
9683,tuition reimbursement,other things
9684,pto,large companies
9685,sick time,average pay
9686,employee stock program,technicians
9687,more,hippo
9688,ms,slow adoption
9689,global company,the culture
9690,brand name recognition,it
9691,it,sinking ship
9692,positive,failure
9693,it,products
9694,experience,projects one
9695,microsoft,another
9696,one,leadership
9697,the best companies,team work
9698,,mafia
9699,the opportunity,you
9700,they,friend
9701,excellent benefits,ceo
9702,top notch health plan,you
9703,everything,collateral
9704,you,them
9705,benefits,the mistake
9706,tuition reimbursement,you
9707,pto,diversity programs
9708,sick time,more folks
9709,employee stock program,india
9710,more,cheep labor growth mind set
9711,great benefits,talented senior people
9712,people,low paid employees
9713,technology,they
9714,good pay,limited technology
9715,excellent benifits,exposure
9716,good work culture,result
9717,work life balance,they
9718,benefits,the industry
9719,amenities,good long term vision
9720,satya nadella,no relocation assistance
9721,an amazing leader,culture
9722,the company,crazy cloud quota
9723,an upward trajectory,
9724,awesome,bosses
9725,individual offices,
9726,that,ridiculous number
9727,benefits internal mobility,internal tools
9728,mircrosoft,you
9729,best user,half
9730,friendly products,them
9731,lots,low salary
9732,freedom,other companies
9733,passion projects,netflix
9734,very open,
9735,peers,you
9736,environment,more work
9737,offices,the field
9738,great company,yourself
9739,an,others
9740,the cloud,company
9741,culture,ml
9742,15k,bonus
9743,every year,lot
9744,values diversity,hours
9745,data security,processes
9746,innovation,bad managers
9747,engineering,you
9748,vr,managers
9749,computing,favorites
9750,all,ranking
9751,the cloud,
9752,great,aan employee standpoint
9753,place,work life balance
9754,impactful projects,business support
9755,good benefits,the company
9756,culture,the team
9757,good work life,you
9758,balance,everyone
9759,such,you
9760,deep,no cons
9761,diversified product offering,ambiguity
9762,you,you
9763,an interest,much turnover
9764,the company,the ride
9765,care,you
9766,great benefits,constant change
9767,ceo,you
9768,vision,you
9769,more empathy,the fact
9770,company,he
9771,great work,she
9772,life balance,plan
9773,general microsoft,the day
9774,very,any meeting
9775,product strategy,you
9776,future growth,high energy
9777,good compensation,minimum
9778,group,expectations
9779,you,must
9780,job management structure,you
9781,work,too many politics
9782,great,management team
9783,smart people,some
9784,flexible hours,the old structure
9785,technology,tons
9786,benefits,overtime
9787,lots,process heavy
9788,growth opportunities,team
9789,passionate colleagues,any negative environment
9790,creative workplace cafeteria,too many layers
9791,work,normal workplace stuff
9792,great,you
9793,smart people,any retail store
9794,flexible hours,corporate initiatives
9795,technology,the
9796,benefits,the occasional
9797,lots,
9798,growth opportunities,engineer
9799,passionate colleagues,the social awareness
9800,creative workplace cafeteria,executive leadership
9801,great benefits,there
9802,workplace,no room
9803,lots,this
9804,responsibility,most
9805,ability,them
9806,large impact,ways
9807,the break room,groups
9808,tea,groups
9809,you,improvement
9810,good manager,barriers
9811,you,organizations
9812,good work environment,unhealthy competition
9813,healthy work life balance,individuals
9814,benefits,program management
9815,the benefits,product management
9816,great,other tech companies
9817,the access,
9818,many learning tools,design
9819,the flexibility,bit
9820,the group,microsoft
9821,,that role
9822,great salary,it
9823,ability,some growing pains
9824,remote,the relationship
9825,coworkers,pm
9826,the benefits,the company
9827,the team,new investments
9828,very bright,microsoft
9829,talented legal team,culture
9830,very bright,developers
9831,talented legal team,design
9832,cool technologies,the technology
9833,impact,no
9834,billions,performance review pits
9835,users,team members
9836,them,each other
9837,you,time
9838,long career,consuming
9839,there,growth
9840,lots,average compensation
9841,good spots,change
9842,,limited career opportunities
9843,the benefits,you
9844,addition,awful experience
9845,the standard dental,lots
9846,little perks,bureaucracy
9847,stay fit reimbursements,lots
9848,gym memberships,time
9849,workout gear,compliance
9850,etc,commute
9851,tuition reimbursement,slow growth compensation
9852,even adoption fees,senior leadership
9853,great ceo,customers
9854,he,open space
9855,an overhaul,everywhere
9856,the culture,lot
9857,huge way,no
9858,excellent,food
9859,efficiency,people
9860,wonderful people,same teams
9861,reasonable,long time
9862,great compensation,
9863,there,anything
9864,number,this
9865,opportunities,culture
9866,all professions,redmond
9867,all levels,terrible teamwork
9868,it,territory
9869,the latest gadgets,poor management
9870,good culture,diversity
9871,you,any form
9872,the corporate offices,payment
9873,there,lots
9874,the customer,politicals
9875,computers,salary
9876,some,google
9877,workers,salary
9878,me,google
9879,issues,the field
9880,something,sales
9881,they,it
9882,you,the ceo
9883,nice computer,the bison
9884,you,customer
9885,benefits,customers
9886,every two weeks,you
9887,you,them
9888,systematic,customer
9889,regular product release,it
9890,few things,money
9891,great benefits,dog
9892,smart people,dog environment
9893,lot,team
9894,autonomy,little transparency
9895,independence,accountability
9896,possible,own network
9897,lateral movement,survival
9898,travel,anything new
9899,stimulation,executive sponsorship
9900,information,credit
9901,possibilities,new areas
9902,great flexibility,internal tools
9903,opportunity,focus
9904,project,there
9905,it,lack
9906,completion,metrics
9907,fte,data
9908,great stock options,company
9909,it,it
9910,good learning,huge company
9911,environment,it
9912,people,resources
9913,payment,none
9914,growth,
9915,you,very large company
9916,the expert,years
9917,the product,kiosk
9918,you,upper management
9919,you,current management
9920,many resources,
9921,atmosphere,comment
9922,fantastic benefits,room
9923,potential growth,advancement
9924,good work environment,you
9925,smart people,fake
9926,great colleagues,it
9927,good location,you
9928,good career,it
9929,growth,horrible people
9930,decent work life balance,human feelings
9931,great benefits,large company
9932,good work life balance,you
9933,good career,the system
9934,growth,you
9935,decent work life balance,network
9936,great benefits,it
9937,good work life balance,the organization
9938,exposure,promotions
9939,sales,you
9940,management,yourself
9941,change,front
9942,emerging technologies,management
9943,fantastic benefits,
9944,most,there
9945,employees,many competing projects
9946,welcome collaboration ceo,individuals
9947,the company,pay
9948,wlb,competition
9949,career ops,office
9950,free soda,drama
9951,one,politics
9952,the largest tech companies,lack
9953,microsoft,transparency
9954,yearly fitness equipment reimbursement program,management
9955,one,lack
9956,the best 401k matching programs,collaboration
9957,they,competitive teams
9958,top notch,some politics
9959,the team,the annual review process
9960,you,
9961,some,pay
9962,the hardest,developers
9963,problems,other large software companies
9964,there,we
9965,the ability,many fields
9966,many industries,no real cons
9967,great experience,the workplace
9968,microsoft,bit
9969,msft,training program
9970,aol,someone
9971,great,different industrial discipline
9972,benefits,the whole picture
9973,amazing leadership,different groups
9974,company,barriers
9975,great team,as much impact
9976,quarterly bonuses,you
9977,store performance,the rain
9978,cool technology,redmond
9979,career opportunities,pay
9980,compensation,upper management
9981,salary,the actions
9982,charitable contribution matching,them
9983,office space,any corporation
9984,technology,this size
9985,there,multiple businesses
9986,definite improvement,unified view
9987,the vision,lack
9988,satya,transparency
9989,salary,promotion
9990,charitable contribution matching,plans
9991,office space,wrong
9992,technology,lots
9993,there,leadership positions
9994,definite improvement,some teams
9995,the vision,horrible culture
9996,satya,leaders
9997,amazing work,you
9998,environment salary,some politics
9999,benefits,it
10000,great company,lot
10001,itself,silos
10002,so great energy,time
10003,super smart people,culture
10004,better benefits,great ceo
10005,most companies,majority
10006,better years,layers
10007,reasonable pay,permeates
10008,great local presence,toxic leadership
10009,focus,sugarcoat
10010,community,old demonic culture
10011,benefits,career path
10012,company,rating system
10013,the right direction,inefficiencies
10014,smart people,many places
10015,great culture,politics
10016,great place,the way
10017,team,large company
10018,hours,things
10019,health,the right direction
10020,it,orgs
10021,friendly,flatter
10022,those,more
10023,self,kind
10024,interesting problems,boring
10025,the mundane areas,slow pace
10026,access,low compensation
10027,peers,slow career growth
10028,benefits,many hours
10029,people,the blueprint phase
10030,good behavior,training
10031,everyone,cold
10032,good salary,times
10033,great benefits,the overall benefits
10034,some,the company
10035,the group,the past
10036,you,workload
10037,opportunity,workload
10038,new,workload
10039,lot,hash manager
10040,different teams,compensation
10041,team change,those
10042,all the time,other tech companies
10043,there,low pay
10044,new challenge,boring work item
10045,lots,some tools
10046,action,unique culture
10047,work,everyone
10048,startup,somewhat
10049,good work,political
10050,life,some managers
10051,balance,we
10052,clear career paths,they
10053,opportunities,no
10054,you,food
10055,good,dinner
10056,management,every big company
10057,challenges,some teams
10058,environment,other teams
10059,whole new world,projects
10060,benefits,you
10061,perks,huge impact
10062,self learning,you
10063,growth mindset,company
10064,good strategy,some tools
10065,digital transformation,unique culture
10066,good work culture,everyone
10067,employee benefits,somewhat
10068,this,political
10069,,some managers
10070,there,we
10071,many benefits,they
10072,you,no
10073,many different type,food
10074,people,dinner
10075,two great things,every big company
10076,microsoft,some teams
10077,,other teams
10078,you,projects
10079,the top tier,you
10080,smart people,huge impact
10081,,you
10082,there,company
10083,different things,phone
10084,movement,
10085,groups,some managers
10086,great benefits,favorites
10087,pay,internal processes
10088,especially coming,mess
10089,college,management saving face
10090,the best things,worker
10091,,improving processes
10092,this job,culture
10093,yourself,competing projects
10094,it,the politics
10095,the workplace,them
10096,lots,career advancement
10097,opportunities,some orgs
10098,many different organizations,the work
10099,great people,super boring
10100,interesting work,very
10101,improving culture,environment
10102,it,process
10103,lot,middle management
10104,stocks,the retail side
10105,amazing way,it
10106,load,the worst thing
10107,extra cash,microsoft
10108,job security,it
10109,less anxiety,the past
10110,ceo,nepotism
10111,good work,lack
10112,life balance,direction
10113,you,questionable leadership
10114,the right team,etc
10115,stable,very
10116,the company,company
10117,it,the right people
10118,safe place,high pressure
